pmid,pmcid
24901995,4047091
24926242,4046318
25032963,4102486
25057329,4107490
25057466,4096999
25090230,4121234
25237810,4169531
25303272,4317194
25352319,4303944
25426046,4227571
25426057,4226146
25540682,4276016
25573670,4349632
25671708,4324766
26089782,4452886
26089787,4452897
26163477,4681551
26204262,4512680
26204264,4512714
26204524,4512728
26220748,4627361
26261885,4564562
26270056,4536207
26302782,4560823
26351854,4564220
26441815,4585012
26441819,4585243
26613972,4906155
26900566,4723992
26974435,4790904
26990646,4798403
27154626,4898929
27187232,5070048
27195523,4873218
27294029,4888196
27662589,5090046
27695361,5029841
27695408,5025431
27695425,5025455
27826209,5096754
27867351,5095979
27867352,5095112
27867434,5101630
27932883,5135476
27933003,5120113
28039553,5561271
28129407,5271317
28236051,5371620
28326037,5339238
28375210,5416694
28440815,5416713
28825896,5565317
28924215,5603581
17849020,1963318
17971871,2040199
18365029,2267490
19429863,2792194
19503749,2691152
19643118,2935969
20011541,2789405
21182971,3094760
21412409,3055867
21412428,3055886
21592730,3229979
21625502,3098858
21781193,3465779
22329835,3359800
22493589,3319907
22493590,3318226
22624857,3483694
22682158,3657140
22731395,3426465
22911738,3402450
22927984,3425477
22928000,3425483
22952624,3432050
22952631,3430664
23034517,3480648
23476810,3586479
23648965,3734350
23673468,3669919
23853714,3707182
24115765,3946492
24115918,3792358
24427134,3877773
24427267,3888397
24427269,3888393
24427278,3888398
24517388,4029608
24550152,4255751
24795606,4007017
24918625,4053467
24967903,4072722
24983962,4077566
24984192,4080327
25148078,4141721
25172389,4410794
25352818,4196473
25352976,4210608
25516481,4301658
25565939,4263085
25803273,4372361
25844307,4377649
25844324,4375735
25844326,4375638
25926036,4453277
26106307,4458689
26106320,4458688
26106350,4459088
26106542,4473821
26106553,4474284
26106568,4473263
26106574,4474411
26131023,4486123
26147571,4492789
26155456,4491091
26229445,4517518
26229476,4517522
26335996,4669302
26442464,4704505
26598026,4657106
26655466,4729319
26696272,4789131
26712855,4838102
26770059,4706123
26909118,4763436
26909331,4735663
27081401,4831124
27097529,4838821
27138794,5070055
27310812,4911044
27392571,4938958
27458025,4960610
27531983,4970564
27622141,5008055
27622142,5008046
27761400,5065042
27818633,5073133
28154520,5243799
28220070,5292421
28261068,5309221
28367334,5358467
28392151,5446324
28400328,5446325
28424611,5371677
28506872,5553850
28523216,5434179
28523225,5434188
28523232,5434195
28588458,5440725
28588469,5440465
28744228,5504124
28883626,5589926
18717711,2905610
21109578,3116735
21519392,3078751
22330313,3677092
22682434,3411427
22911787,3401202
22911806,3404037
23870447,3729599
23936077,3729837
23968840,4259281
24009657,3756987
24345387,4073651
24558392,3928251
24763435,3999100
25287513,4720723
25304016,4200220
25369523,4219727
25566032,4271605
25566037,4273625
25672521,4325335
25713522,4322727
25738156,4337114
25582522,4390406
25279557,4184784
25279457,4184873
26270820,4536227
24927275,4057077
26303580,5066914
26352468,4780430
24231038,3905188
26467429,4604759
23977030,3747149
23673865,3773673
23468832,3582635
23460913,3584052
26483829,4608626
23206727,3539860
23026757,3690477
22715371,3370998
22125521,3221473
22125519,3221399
21994500,3183829
21822593,3266503
27294673,4905637
27458349,4932112
21633873,3152719
27622387,5215384
27622396,5139983
21494790,3160552
27679564,5020046
21232615,3221051
20413450,3000565
18193453,2248604
16628608,3261381
27851821,5113059
25885533,4401664
27917141,5116552
25861157,4378329
25844531,4386762
26197051,4510264
26221571,4511287
28081175,5231350
26286920,4635922
28122025,5266295
26385462,4630252
26483645,4586270
28220377,5318354
26483652,4588113
28408872,5374197
26483683,4586278
26483740,4588123
26508284,4720218
26516610,4614048
26696719,4681926
26729348,4700495
26843991,4710946
26991559,5069650
27261927,6988598
27597821,4992723
27630561,5005953
27843514,5074002
27843651,5097818
27933668,5324609
28031996,5166998
28032000,5167006
28032002,5167004
28081226,5231336
28138426,5257188
28138504,5256670
28294187,5353703
28441460,5404760
28474292,5548820
28539875,5423966
28769082,5541072
28900210,5595864
28900231,5595783
28900235,5595885
27843701,5102646
27843705,5102650
27892543,5124953
17169579,2640483
18234684,2536699
19193204,2667181
19750227,2736621
20421978,2858659
20577592,2889713
21249224,3018423
21339377,3169658
21847374,3147157
22174900,3234284
22174905,3236756
22355319,3280262
22363462,3281860
22429073,4471632
22666470,3362560
22723774,3378082
22723787,3361017
22723888,3377684
22936905,3427542
22937001,3425580
22953146,3420547
22969702,3430867
23133615,3487908
23199001,3541073
23403800,3566602
23510226,3757311
23616756,3628360
23805332,3689691
23920052,3786613
23936212,3728237
23977239,3747049
23977268,3747082
24067387,3798923
24124576,3790692
24288683,3830782
24485285,3922109
24501698,3913832
24550791,3912518
24550800,3912430
24550826,3913830
24608131,3946483
24714661,3979724
24755617,3995962
24788317,4006821
24821182,4018287
24862075,4121089
24911053,4049811
24984961,4265283
25050426,4216410
25271440,4182721
25328838,4086366
25328839,4107379
25328847,4113975
25361755,4436102
25484585,4238753
25484590,4240192
25525456,4261631
25664941,4353194
25673008,4335563
25705666,4331395
25705701,4332461
25885897,4401774
26000735,4441475
26180789,4477192
26180816,4477185
26287488,4544853
26303936,4753593
26377368,4815465
26484048,4573090
26500290,4769636
26500522,4595771
26500523,4599046
26541510,4754830
26549606,4738472
26647849,4697303
26696853,4673311
26696924,4674569
26696932,4667012
26778996,4701928
26779002,4700263
26779015,4703716
26819776,4706972
26901644,4764327
27073701,4814690
27114896,4832096
27114898,4832089
27336036,4849453
27434313,6987717
27491491,4974501
27499700,4975911
27589839,5323110
27597999,5012579
27606341,4999591
27688124,5041526
27720949,5407349
27827445,5101482
27909422,5112264
28392711,5373826
28867997,5563353
28892503,5593184
18431500,2295259
20618926,2911396
22216252,3244442
22453832,3316876
22912611,3418609
22912698,3422286
22912754,3422320
23207576,3549493
23404064,3655213
23527165,3602016
24051357,3898984
24501703,3913833
23273106,3549497
23166657,3498108
23092980,3565817
22970069,3432259
24682003,3969367
24714805,3979738
22937153,3429427
25075275,4114426
22937055,3427359
22937041,3427333
22470326,3313548
22412928,3296742
22404872,3359281
22347490,3275550
22347206,3274744
25525808,4272298
25533997,4432080
22290121,3554878
22003388,3189203
20725534,2923563
20463204,2904211
19701485,2728908
26000902,4441506
19562088,2701679
19553917,2743772
19365394,2697279
19242558,2647336
26304153,5049624
19242539,2643476
26508861,4610767
26549744,4834462
17448689,2570483
26746624,4834229
24534632,4061265
23567923,3709002
24616684,3935386
24616708,3934307
27115120,4872412
27115121,4872413
24632823,3954845
24772075,3983486
25157239,4128219
25198094,4253669
27598534,5012606
27647705,5244672
25206327,4144342
25247197,4163434
27991592,5171814
28180068,5279909
28180069,5279905
28180076,5279692
25271846,4182761
25272033,4182760
25337388,4204386
25648705,4670482
25714434,4340964
28491495,5413198
25796342,4433098
28638719,5474717
28704424,5509143
28720776,5516034
25837176,4397440
28777996,6987861
25943794,4744695
26082888,4459270
26082893,4459041
26222050,4519303
26246914,4515536
26508777,4838085
27074031,4830618
27074046,4830528
27090501,4835785
27147827,4849422
27148002,4828456
27148042,4828428
27459031,5036507
27877120,5100555
27942447,5133650
28229235,5541082
28327626,5361087
28352220,5349082
28352226,5348631
28458637,5394595
28573311,5550544
28769870,5515815
26713867,4700985
26754787,4805088
28819132,5561091
15548329,535816
16916464,1564031
19423079,2885494
20479939,2866664
20520767,2877098
20520835,2876035
20520836,2876036
20815871,2941677
20840335,3014110
21151556,3000328
21749711,3146896
22536185,3334814
22912831,3422311
23166800,3499497
23437097,3577822
23527247,3603861
23527282,3603994
23691129,3653828
23691185,3653868
23691237,3656906
23781195,3680713
24174404,4007379
24223572,3818578
24592229,3923398
24592230,3923150
24600366,3930859
24600410,3928548
24936412,4053633
25141213,4139362
25329557,4203817
25583608,4349631
25608023,4301911
25698189,4834768
26157026,4635918
26197805,4692319
26206204,4703613
26484698,4927925
26509113,4576412
26664785,4667761
26673114,4758827
26730406,4698540
26894279,4760755
26943454,4912932
27516909,4969546
27656137,5013133
27672554,5030332
27672555,5030331
27672557,5030369
27729852,5037197
27754486,5315540
28458998,5397581
28688343,6987860
28720981,5506482
28852156,5575270
